Model,Class,Q,e,i,H6,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25.5
All,Pho,1.3,0.3,5,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.3,10,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.3,15,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.3,20,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.3,25,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.3,30,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.3,40,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.3,60,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.3,90,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.3,180,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,2,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,5,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,10,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,15,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,20,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,25,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,30,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,40,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,60,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,90,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.4,180,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,2,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,5,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,10,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,15,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,20,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,25,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,30,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,40,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,60,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,90,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.5,180,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,2,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,5,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,10,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,15,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,20,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,25,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,30,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,40,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,60,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,90,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.7,180,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,2,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,5,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,10,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,15,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,20,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,25,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,30,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,40,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,60,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,90,,,,,,,,,,,,,,,,,,
All,Pho,1.3,0.9,180,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,2,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,5,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,10,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,15,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,20,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,25,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,30,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,40,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,60,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,90,,,,,,,,,,,,,,,,,,
All,Pho,1.3,1.1,180,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,2,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,5,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,10,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,15,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,20,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,25,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,30,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,40,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,60,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,90,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.1,180,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,2,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,5,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,10,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,15,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,20,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,25,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,30,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,40,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,60,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,90,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.2,180,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,2,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,5,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,10,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,15,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,20,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,25,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,30,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,40,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,60,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,90,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.3,180,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,2,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,5,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,10,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,15,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,20,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,25,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,30,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,40,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,60,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,90,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.4,180,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,2,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,5,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,10,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,15,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,20,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,25,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,30,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,40,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,60,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,90,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.5,180,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,2,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,5,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,10,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,15,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,20,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,25,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,30,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,40,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,60,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,90,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.7,180,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,2,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,5,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,10,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,15,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,20,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,25,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,30,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,40,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,60,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,90,,,,,,,,,,,,,,,,,,
All,Pho,1.4,0.9,180,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,2,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,5,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,10,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,15,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,20,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,25,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,30,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,40,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,60,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,90,,,,,,,,,,,,,,,,,,
All,Pho,1.4,1.1,180,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,2,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,5,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,10,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,15,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,20,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,25,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,30,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,40,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,60,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,90,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.1,180,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,2,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,5,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,10,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,15,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,20,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,25,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,30,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,40,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,60,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,90,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.2,180,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,2,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,5,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,10,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,15,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,20,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,25,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,30,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,40,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,60,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,90,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.3,180,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,2,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,5,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,10,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,15,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,20,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,25,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,30,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,40,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,60,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,90,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.4,180,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,2,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,5,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,10,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,15,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,20,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,25,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,30,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,40,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,60,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,90,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.5,180,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,2,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,5,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,10,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,15,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,20,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,25,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,30,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,40,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,60,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,90,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.7,180,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,2,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,5,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,10,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,15,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,20,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,25,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,30,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,40,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,60,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,90,,,,,,,,,,,,,,,,,,
All,Pho,1.5,0.9,180,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,2,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,5,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,10,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,15,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,20,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,25,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,30,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,40,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,60,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,90,,,,,,,,,,,,,,,,,,
All,Pho,1.5,1.1,180,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,2,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,5,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,10,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,15,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,20,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,25,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,30,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,40,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,60,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,90,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.1,180,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,2,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,5,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,10,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,15,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,20,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,25,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,30,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,40,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,60,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,90,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.2,180,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.3,2,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.3,5,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.3,10,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.3,15,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.3,20,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.3,25,,,2.97044262893002,,4.20084025208403,12.6025207562521,54.6109232770924,109.221846554185,315.063018906302,718.343683106369,1621.52433730444,2848.16969091297,4914.98309493832,8720.94436332645,15471.6946484255,27309.6624787983,48809.5628889643,20651.8596228609
All,Pho,1.67,0.3,30,,,,,,,4.20084025208403,16.8033610083361,21.0042012604202,54.6109232770924,155.431089327109,235.247054116706,436.887386216739,756.151245375125,1344.26888066689,2482.69658898166,4280.65621687363,1841.89480443055
All,Pho,1.67,0.3,40,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.3,60,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.3,90,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.3,180,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.4,2,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.4,5,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.4,10,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.4,15,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.4,20,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.4,25,,,,3.91076944437522,11.7323083331256,35.1969249993769,113.412313886881,316.772324994392,782.153888875043,1705.09547774759,3664.39096937958,6906.41883876663,12322.8345192263,21215.9242357355,37148.3989521202,66107.6466877186,115414.627842401,103818.231792634
All,Pho,1.67,0.4,30,,,,,,,7.82153888875043,23.4646166662513,43.0184638881274,62.5723111100034,164.252316663759,289.396938883766,465.381563880651,969.870822205053,1665.98778330384,2772.73553606203,4915.83719157965,4987.66887276148
All,Pho,1.67,0.4,40,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.4,60,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.4,90,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.4,180,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,2,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,5,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,10,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,15,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,20,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,25,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,30,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,40,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,60,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,90,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.5,180,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,2,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,5,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,10,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,15,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,20,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,25,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,30,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,40,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,60,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,90,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.7,180,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,2,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,5,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,10,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,15,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,20,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,25,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,30,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,40,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,60,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,90,,,,,,,,,,,,,,,,,,
All,Pho,1.67,0.9,180,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,2,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,5,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,10,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,15,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,20,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,25,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,30,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,40,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,60,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,90,,,,,,,,,,,,,,,,,,
All,Pho,1.67,1.1,180,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,2,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,5,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,10,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,15,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,20,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,25,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,30,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,40,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,60,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,90,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.1,180,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.2,2,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.2,5,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.2,10,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.2,15,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.2,20,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.2,25,,,,,,,,,,,35.7985818369731,25.5704155978379,25.5704155978379,,,,,
All,Pho,1.8,0.2,30,,,,,,,,,,,10.2281662391352,15.3422493587028,10.2281662391352,5.11408311956759,,,,
All,Pho,1.8,0.2,40,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.2,60,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.2,90,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.2,180,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.3,2,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.3,5,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.3,10,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.3,15,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.3,20,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.3,25,,3.39683110243379,10.1904933073014,4.80384461415261,14.4115338424578,105.684581511357,384.307569132209,1028.02274742866,2507.60688858766,4712.57156648371,11543.6386078087,19820.6628779937,35447.5694078321,62373.1184701575,110397.153077841,193172.199624305,301662.226390328,18587.8872883971
All,Pho,1.8,0.3,30,,,3.39683110243379,,9.60768922830523,19.2153784566105,48.0384461415261,163.330716881189,331.46527837653,686.949779823824,1551.64181037129,3031.2259515303,4952.76379719134,9127.30476688997,15482.7911914139,27761.418025188,41735.8020077579,1725.82198921602
All,Pho,1.8,0.3,40,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.3,60,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.3,90,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.3,180,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.4,2,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.4,5,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.4,10,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.4,15,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.4,20,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.4,25,,,,,4.47213595499958,,8.94427190999915,17.8885438199983,44.7213595499958,84.970583144992,201.246117974981,447.213595499958,773.679520214927,1292.44729099488,1999.04477188481,3600.06944377466,6225.21324935941,1259.76188226188
All,Pho,1.8,0.4,30,,,,,,,,,,,4.47213595499958,,,,,,,
All,Pho,1.8,0.4,40,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.4,60,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.4,90,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.4,180,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,2,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,5,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,10,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,15,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,20,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,25,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,30,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,40,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,60,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,90,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.5,180,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.7,2,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.7,5,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.7,10,,,,,,,,,,,,,,,,,,
All,Pho,1.8,0.7,15,,,,,,,,,,,,,,,,,,
